ID,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,Product Group,Sub Classification,Vendor,Brand,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Project Code_0,Project Code_2,PQ #_0,PO / SO #_0,PO / SO #_1,ASN/DN #_0,ASN/DN #_1,PQ First Sent to Client Date_str,PO Sent to Vendor Date_str,Freight Cost (USD)_str,abacavir,amodiaquine,artemether,artesunate,atazanavir,chloroquine,darunavir,didanosine,efavirenz,emtricitabine,etravirine,indinavir,lamivudine,lopinavir,lumefantrine,mefloquine,nelfinavir,nevirapine,primaquine,pyrimethamine,quinine,raltegravir,ritonavir,saquinavir,stavudine,sulfadoxine,tenofovir,zidovudine,Unit Price,Insurance Ratio,POCycle,IsDelay
11563,18,2,1,7,4,3,3,59,15,16,100,5000,44,1,,,2,0,1,2,11440,1,965,2,1,1,5,2,2,2,4,2,3,9,5,3,2,2,6,5,2,2,3,6,2,2,3,2,7,3,8,2,3,6,0.0,0.002,,0
11564,15,2,1,7,0,2,1,59,15,10,60,416,11,1,49.0,1465.71,5,0,1,2,18470,1,1017,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.13,0.001959591041869523,,0
11565,39,2,1,7,0,2,1,59,15,10,60,50,11,1,3.0,978.92,14,0,1,2,17790,1,1082,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.13,0.001949367088607595,,0
11567,41,2,1,7,4,2,1,59,15,10,60,40454,11,1,3787.0,4060.55,10,0,1,2,2490,1,950,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.06,0.001960033036797059,,0
11568,39,2,1,7,4,2,1,59,15,10,60,2523,40,1,585.0,5698.01,14,0,1,2,17770,1,998,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.05,0.0019594728497820055,,0
11569,30,2,1,7,0,2,1,59,15,12,60,15000,11,1,1364.0,21215.4,7,0,1,2,24620,1,1117,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.15,0.001959969558599696,,0
11570,28,2,1,7,0,2,1,59,15,0,60,948,11,1,127.0,4984.4,12,0,1,2,2729,1,1008,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0.03,0.0019599836668027764,,0
11571,28,2,1,7,0,2,1,59,15,10,60,1077,11,0,127.0,4984.4,12,0,1,2,2729,1,1008,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.0019594659494765153,,0
11572,28,2,1,7,0,2,1,59,38,12,30,6,10,0,127.0,4984.4,12,0,1,2,2729,1,1008,2,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.88,0.0019682539682539684,,0
11573,28,2,1,7,0,2,1,59,15,10,60,2454,11,1,231.0,4401.4,26,0,1,2,10650,1,1009,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.06,0.0019595857903063427,,0
11574,28,2,1,7,0,2,1,59,15,12,60,2780,11,1,262.0,2426.8,26,0,1,2,17690,1,1012,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.16,0.0019601431154541607,,0
11577,41,2,1,7,4,2,1,59,15,12,60,26402,11,1,6986.0,6269.7,10,0,1,2,2486,1,912,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.16,0.0016000070541393168,,0
11578,42,2,1,7,4,2,1,59,15,12,60,76000,24,0,8481.0,30585.17,13,0,1,2,2503,1,900,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0.12,0.0016,,0
11579,28,2,1,7,0,2,1,59,38,12,30,76,10,1,7.0,747.5,12,0,1,2,12780,1,911,2,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.88,0.0015989974937343358,,0
11581,16,2,1,7,0,2,5,59,15,7,240,1595,11,1,598.0,6338.09,6,0,1,2,15970,1,1022,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.0019600725952813067,,0
11582,41,2,1,7,4,2,1,59,15,10,60,50000,40,1,2773.0,2938.92,10,0,1,2,2493,1,967,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.06,0.00196,,0
11583,26,2,1,7,0,2,1,59,15,12,60,92950,85,1,6883.0,7534.18,11,0,1,2,15091,1,989,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0.12,0.001959999402307095,,0
11584,18,2,1,7,4,3,2,59,39,15,20,1250,86,1,394.0,157.5,2,0,1,2,11470,1,991,2,1,2,5,2,2,2,4,2,3,9,5,3,2,2,6,5,2,2,3,6,2,2,3,2,7,3,8,2,3,6,1.6,0.00196,,0
11585,27,2,1,7,4,2,5,59,15,2,60,1008,24,1,303.0,2989.45,17,0,1,2,15510,1,953,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0.04,0.001960221839739912,,0
11586,27,2,1,7,4,2,5,59,15,2,60,3600,24,0,303.0,2989.45,17,0,1,2,15510,1,953,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0.08,0.001959740577581987,,0
11587,11,2,1,7,0,2,1,59,15,12,60,41922,85,1,3190.0,14732.36,16,0,1,2,23980,1,1107,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0.12,0.001960000353787049,,0
11590,9,2,1,7,0,2,5,59,15,7,200,3250,11,1,315.0,6381.87,4,0,1,2,11840,1,947,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.01,0.0019604395604395602,,0
11591,9,2,1,7,0,2,5,59,36,7,180,1793,65,0,2521.0,14336.95,4,0,1,2,11830,1,948,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.00195992802197224,,0
11592,39,2,1,7,0,2,1,59,15,12,60,4704,11,0,547.0,2437.63,14,0,1,2,17430,1,968,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0.2,0.001959925919520351,,0
11593,39,2,1,7,0,2,1,59,38,12,30,67,29,1,666.0,4503.0,14,0,1,2,17440,1,969,2,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.88,0.001961620469083156,,0
11594,39,2,1,7,0,2,1,59,15,12,60,5919,11,0,666.0,4503.0,14,0,1,2,17440,1,969,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0.2,0.001959933680964203,,0
11595,41,2,1,7,0,2,1,59,15,10,30,100000,11,1,8645.0,14041.17,10,0,1,2,17600,1,1116,2,1,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0.00196,,0
11596,37,2,1,7,2,2,1,59,15,12,60,58086,11,1,8343.0,9001.03,9,0,1,2,1697,1,893,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.16,0.0016000050741459576,,0
11597,26,2,1,7,0,2,1,59,15,10,60,7306,40,0,6036.0,3671.92,11,0,1,2,15080,1,1034,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.05,0.001959861757459622,,0
11598,26,2,1,7,0,2,1,59,15,12,30,10000,24,0,4211.0,3227.48,11,0,1,2,2424,1,850,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0.07,0.0016,,0
11600,26,2,1,7,0,2,1,59,15,12,60,92933,85,1,7011.0,7199.72,11,0,1,2,15082,1,1054,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0.12,0.0019599992587252227,,0
11601,9,2,1,7,0,2,1,59,15,12,60,21542,66,1,1583.0,6381.87,4,0,1,2,11831,1,949,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0.06,0.0019600351370846216,,0
11602,39,2,1,7,0,2,1,59,15,12,60,1511,85,1,205.0,2202.02,14,0,1,2,17700,1,992,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0.12,0.0019597029193323037,,0
11603,11,2,1,7,0,2,1,59,15,10,30,11549,11,0,4593.0,16901.37,16,0,1,2,22020,1,1052,2,1,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0.0019599613144288667,,0
11605,39,2,1,7,0,2,5,59,15,7,240,14668,11,1,5511.0,7876.44,14,0,1,2,10180,1,898,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01,0.001599854558676484,,0
11606,37,2,1,7,0,2,1,59,15,10,30,131808,66,1,9996.0,8399.76,9,0,1,2,2563,1,899,2,1,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.0015999984030464214,,0
11607,39,2,1,7,0,2,1,59,15,10,60,1524,11,0,177.0,2151.27,14,0,1,2,17753,1,1084,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.05,0.0019603018372703414,,0
11608,11,2,1,7,0,2,1,59,15,10,30,7000,66,0,4593.0,16901.37,16,0,1,2,22020,1,1052,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.44,0.001959982788296041,,0
11609,11,2,1,7,0,2,1,59,15,12,30,14814,24,0,4593.0,16901.37,16,0,1,2,22020,1,1052,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0.07,0.0019599702983664103,,0
11610,29,2,1,7,0,3,2,59,39,15,20,15,86,1,16.0,1764.93,0,0,1,2,22440,1,1147,2,1,2,5,2,2,2,4,2,3,9,5,3,2,2,6,5,2,2,3,6,2,2,3,2,7,3,8,2,3,6,1.8,0.0019629629629629632,,0
11612,41,2,1,7,4,2,1,59,15,10,60,44440,11,1,8276.0,6120.06,10,0,1,2,2489,1,865,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.06,0.001599976174087997,,0
11613,28,2,1,7,0,2,1,59,38,12,30,15000,10,1,1317.0,8924.98,28,0,1,2,11810,1,882,2,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.88,0.0016,,0
11614,16,2,1,7,0,2,1,59,15,10,60,21814,11,0,10435.0,121330.06,6,0,1,2,15930,1,944,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.05,0.0019600371321169888,,0
11615,28,2,1,7,0,2,1,59,15,10,60,1923,11,0,192.0,13538.35,12,0,1,2,20950,1,1059,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.68,0.001960010273890274,,0
11616,39,2,1,7,0,2,1,59,15,12,60,3374,85,1,250.0,2331.03,14,0,1,2,17820,1,985,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0.12,0.0019598399525785418,,0
11617,39,2,1,7,0,2,1,59,15,10,30,1444,11,0,822.0,7321.04,14,0,1,2,17870,1,986,2,1,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0.0019598337950138506,,0
11618,11,2,1,7,0,2,1,59,15,12,60,8258,85,1,5147.0,29336.46,16,0,1,2,22000,1,1060,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0.12,0.0019599652771163678,,0
11619,11,2,1,7,0,2,1,59,15,12,60,27588,11,1,3146.0,14538.36,16,0,1,2,22040,1,1110,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0.2,0.0019600145482069086,,0
11620,28,2,1,7,1,2,1,59,15,12,60,11608,24,1,1871.0,11492.86,12,0,1,2,20960,1,1124,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0.12,0.0019599762658840474,,0
11622,28,2,1,7,0,2,1,59,38,12,30,143,10,1,14.0,6443.61,34,0,1,2,21781,1,1130,2,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.88,0.0019607059607059606,,0
11623,28,2,1,7,0,2,1,59,38,12,30,326,10,1,35.0,6443.61,34,0,1,2,21785,1,1133,2,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.88,0.0019596844872918494,,0
11624,28,2,1,7,0,2,1,59,38,12,30,873,10,1,76.0,6443.61,34,0,1,2,21784,1,1132,2,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.88,0.001960181094201713,,0
11626,30,2,1,7,4,2,1,59,15,10,60,288,11,1,28.0,896.26,7,0,1,2,17230,1,961,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.05,0.0019639756944444444,,0
11627,28,2,1,7,0,2,1,59,38,12,30,32696,10,1,2873.0,7363.73,20,0,1,2,19380,1,1050,2,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.88,0.001960000932107612,,0
11628,26,2,1,7,0,2,1,59,15,12,60,27080,85,0,3427.0,3874.22,11,0,1,2,15090,1,933,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0.12,0.0015999917938618086,,0
11629,28,2,1,7,0,2,1,59,38,12,30,50,10,1,5.0,286.65,12,0,1,2,20961,1,1165,2,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.88,0.001958095238095238,,0
11630,28,2,1,7,0,2,1,59,15,10,60,5754,40,1,318.0,3515.96,20,0,1,2,22832,1,1184,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.05,0.00196004953076121,,0
11634,16,2,1,7,0,2,1,59,15,0,60,108,11,0,199.0,3133.23,6,0,1,2,24830,1,1205,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0.02,0.0019753086419753087,,0
11635,28,2,1,7,1,2,1,59,15,12,60,1,11,0,3415.0,15128.37,34,0,1,2,22527,1,1209,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0.19,0.0017543859649122807,,0
11636,16,2,1,7,0,2,1,59,15,0,60,4860,11,1,2034.0,23441.88,6,0,1,2,24840,1,1221,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0.02,0.001959565829811915,,0
11637,39,2,1,7,0,2,1,59,15,12,60,685,66,1,67.0,1122.87,14,0,1,2,26161,1,1226,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.15,0.00195980401959804,,0
11638,41,2,1,7,4,2,1,59,15,10,30,28454,11,1,3279.0,8288.78,10,0,1,2,17611,1,1228,2,1,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0.0019600056231109863,,0
11639,26,2,1,7,4,2,1,59,15,10,60,7300,11,0,3545.0,3599.76,11,0,1,2,30440,1,1231,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.13,0.001959916848782048,,0
11640,12,2,1,7,4,2,1,59,15,0,60,477,11,0,,,0,0,1,2,30700,1,1235,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0020964360587002098,,0
11641,12,2,1,7,4,2,5,59,15,7,240,374,11,0,,,0,0,1,2,30700,1,1235,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.00267379679144385,,0
11646,39,2,1,7,0,2,1,59,15,12,60,10371,66,1,1273.0,7493.5,14,0,1,2,30111,1,1253,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0.19,0.0019599722540445505,,0
11647,28,2,1,7,1,2,1,59,15,10,60,24,11,1,21.0,7329.83,36,0,1,2,31170,1,1261,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.05,0.0019444444444444446,,0
11652,16,2,1,7,0,2,5,59,15,8,240,3035,11,1,1133.0,7789.85,6,0,1,2,24833,1,1279,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.01,0.001959774848984075,,0
11653,16,2,1,7,0,2,1,59,15,0,60,36,11,0,827.0,7789.88,6,0,1,2,24850,1,1280,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0.02,0.002037037037037037,,0
11654,39,2,1,7,0,2,1,59,15,12,60,6000,66,1,486.0,3338.35,14,0,1,2,31450,1,1282,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.15,0.0019600456621004566,,0
11655,39,2,1,7,0,2,1,59,15,10,30,7300,11,0,1894.0,13293.41,14,0,1,2,31360,1,1287,2,1,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0.00196000399960004,,0
11656,42,2,1,7,4,2,1,59,15,12,60,4000,24,0,8955.0,14958.2,13,0,1,2,21010,1,1289,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0.07,0.00196,,0
11657,9,2,1,7,0,2,5,59,15,7,240,3500,11,1,1208.0,4329.01,4,0,1,2,27550,1,1308,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.0019593984962406013,,0
11660,9,2,1,7,0,2,1,59,15,10,60,13325,11,0,2634.0,6111.21,4,0,1,2,27540,1,1315,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.05,0.001959974984365228,,0
11661,39,2,1,7,0,2,1,59,15,10,60,2844,11,1,1587.0,11206.84,14,0,1,2,32120,1,1303,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.05,0.0019605703477375237,,0
11662,41,2,1,7,4,2,1,59,15,12,60,40126,24,1,4414.0,4506.2,10,0,1,2,32490,1,1328,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0.12,0.0019600127575664745,,0
11663,26,2,1,7,4,2,1,59,15,12,60,2484,11,1,2078.0,2400.25,11,0,1,2,26423,1,1332,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.15,0.001960032794358782,,0
11664,26,2,1,7,0,2,1,59,15,0,60,370,85,1,18.0,423.89,11,0,1,2,32200,1,1336,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0.02,0.0019590059858516236,,0
11665,28,2,1,7,1,2,1,59,15,12,60,4501,11,1,507.0,7445.8,34,0,1,2,32645,1,1339,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0.19,0.0019599932958367923,,0
11666,28,2,1,7,1,2,1,59,38,12,30,873,10,1,76.0,7445.8,34,0,1,2,27814,1,1349,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.88,0.001960181094201713,,0
11667,28,2,1,7,1,2,1,59,38,12,30,149824,10,1,13037.0,7445.8,34,0,1,2,27816,1,1350,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.88,0.0019599987795203516,,0
11668,9,2,1,7,0,2,1,59,15,12,60,214,11,1,19.0,1133.0,4,0,1,2,27541,1,1355,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.15,0.001957709213502326,,0
11669,39,2,1,7,0,2,1,59,38,12,30,1201,10,1,327.0,2737.97,14,0,1,2,31460,1,1300,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.88,0.0019599540065818166,,0
11670,16,2,1,7,0,2,5,59,15,7,200,400,11,1,39.0,6811.39,6,0,1,2,32740,1,1371,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.01,0.0019642857142857144,,0
11672,41,2,1,7,4,2,1,59,15,10,60,10406,66,0,10865.0,13518.56,10,0,1,2,32550,1,1382,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0.0019599921006733688,,0
11673,41,2,1,7,4,2,1,59,15,10,30,120000,11,1,20144.0,8281.69,10,0,1,2,29040,1,1386,0,1,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0.00196,,0
11674,9,2,1,7,0,2,5,59,15,8,240,2917,11,1,1348.0,5233.52,4,0,1,2,32830,1,1387,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.01,0.0019604902296880356,,0
11675,9,2,1,7,0,2,5,59,15,0,100,3612,11,0,1348.0,5233.52,4,0,1,2,32830,1,1387,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.05,0.0019601328903654483,,0
11677,41,2,1,7,4,2,1,59,15,12,60,2393,24,1,256.0,2014.86,10,0,1,2,32500,1,1394,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0.12,0.00195971865506604,,0
11678,39,2,1,7,0,2,1,59,15,10,60,4564,11,1,847.0,4999.48,14,0,1,2,32920,1,1397,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.05,0.0019598658164344646,,0
11679,9,2,1,7,0,2,1,59,15,10,30,15000,11,1,1582.0,6037.19,4,0,1,2,32240,1,1398,0,1,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0.00196,,0
11680,39,2,1,7,0,2,1,59,15,12,60,13000,66,1,1051.0,6575.7,14,0,1,2,32150,1,1418,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.15,0.0019599578503688092,,0
11681,41,2,1,7,4,2,1,59,15,10,60,84282,11,1,13680.0,16339.98,10,0,1,2,29030,1,1407,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.05,0.0019600072771568462,,0
11682,9,2,1,7,0,2,5,59,15,7,240,5527,11,1,5317.0,11005.67,4,0,1,2,33220,1,1422,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01,0.0019600747843917738,,0
11683,9,2,1,7,0,2,1,59,15,10,60,4400,11,1,640.0,5678.7,4,0,1,2,33230,1,1427,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.0019597615499254845,,0
11684,28,2,1,7,1,2,1,59,15,12,60,5060,11,1,570.0,9341.49,34,0,1,2,33335,1,1436,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0.19,0.0019599889050689965,,0
11685,28,2,1,7,1,2,1,59,15,12,30,243,66,1,22.0,9341.49,34,0,1,2,27825,1,1444,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.39,0.0019612993608265476,,0
11687,26,2,1,7,4,2,1,59,15,12,60,9288,11,1,979.0,1588.06,11,0,1,2,26424,1,1457,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.15,0.0019599847006398986,,0
11688,26,2,1,7,0,2,1,59,15,12,60,16524,11,1,1488.0,4764.16,11,0,1,2,33580,1,1467,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.15,0.0019599967502644555,,0
11689,39,2,1,7,0,2,1,59,15,12,60,350,11,1,45.0,749.25,14,0,1,2,33000,1,1468,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0.19,0.001960981749528005,,0
