Order_ID,Agent_Age,Store_Latitude,Store_Longitude,Order_Date,Order_Time,Weather,Traffic,Vehicle,Area,Delivery_Time,Category,Drop_Distance,Wait_Time,Dissatisfied
uhku098765153,14,19.888716,75.321461,19037.0,1070.0,4,3,2,0,95.0,13,19.806434382583863,1,0
btbg051247487,13,,,19069.0,1060.0,1,3,1,0,190.0,13,,0,1
yxeq114093875,9,13.044694,80.26147,19072.0,935.0,3,3,2,0,135.0,12,6.19703893141132,1,0
cupt590919703,20,,,19059.0,1185.0,1,1,1,0,230.0,11,,0,0
deho398510931,12,23.354422,85.3329,19060.0,1095.0,4,3,1,0,105.0,12,7.536105682491125,1,0
hrjz875193392,6,22.760072,75.892574,19086.0,1065.0,5,3,1,0,175.0,4,19.630243872265797,1,1
abmx519515460,2,21.17106,72.789292,19052.0,510.0,2,2,2,0,80.0,4,1.5179978116866137,2,0
xtfr000910221,12,12.297954,76.665169,19059.0,1295.0,3,1,1,0,42.0,5,13.96227361078246,0,0
wesl977776851,11,-26.472001,80.354002,19041.0,1225.0,3,1,1,0,210.0,15,5867.126602990229,1,0
nlgf412048812,10,21.15276,72.778059,19060.0,940.0,5,3,1,3,80.0,2,6.072052934816887,0,0
dkpd207931762,10,12.316967,76.603067,19074.0,1410.0,5,2,2,0,70.0,8,17.064094538257507,2,0
lfpm432574547,15,22.745536,75.893106,19059.0,1310.0,5,1,1,0,210.0,13,16.611554699066566,0,0
xyoh208483254,13,23.230791,77.43702,19036.0,855.0,3,0,1,0,180.0,14,6.031501848911768,0,1
knqy643580611,5,22.753659,75.903365,19062.0,1120.0,4,3,1,0,120.0,3,9.061353966600347,1,0
ohyf781585197,17,26.846156,75.8023,19060.0,895.0,2,0,1,0,180.0,12,5.953388781271501,0,0
gcsw008440043,20,15.544419,73.755736,19041.0,1040.0,3,3,1,0,185.0,0,12.328198620781345,1,0
trqd539866500,3,11.006686,76.951736,19075.0,1160.0,3,1,1,3,75.0,13,9.329273468280855,1,0
ypwh736599423,7,12.323978,76.627961,19066.0,645.0,2,2,2,3,85.0,11,1.5514034361583107,2,0
pigi353967058,20,11.024839,77.007003,19059.0,1105.0,3,3,1,3,185.0,1,10.88373929906829,1,1
sowb643853055,9,11.001753,76.986241,19069.0,1055.0,3,3,1,0,115.0,14,10.884151085917082,2,0
pffc852549889,2,19.221315,72.862381,19064.0,490.0,2,2,1,3,85.0,15,1.5267486896810831,1,0
kegy499107385,8,12.326356,76.619103,19082.0,1255.0,0,1,2,0,180.0,3,12.410378640435473,0,0
thqh634853455,3,21.186608,72.794136,19064.0,1200.0,5,1,2,0,50.0,1,7.589156442701956,2,0
gnul696660564,13,21.149669,72.772629,19083.0,805.0,4,0,2,3,23.0,5,6.072110787370805,1,0
pngi968049315,19,23.374989,85.335486,19069.0,1275.0,3,1,1,0,210.0,8,10.549456138286754,2,1
wreo453873212,12,30.88722,75.804893,19034.0,1030.0,4,3,1,3,105.0,1,4.391832577498914,1,0
kvpp186722056,17,,,19067.0,1060.0,2,3,1,0,170.0,14,,0,1
zgdu330581471,9,11.003008,76.97544,19080.0,1170.0,4,1,3,0,60.0,0,17.103069399168035,2,0
qdrh424969024,2,26.90519,75.810753,19071.0,1335.0,1,2,1,0,115.0,4,13.390793718689235,2,0
wrpg689578069,14,19.866969,75.318894,19034.0,710.0,1,0,1,0,155.0,14,3.0478244931368095,1,1
tkmf453633974,19,12.311072,76.654878,19078.0,1255.0,3,1,1,3,155.0,6,12.410725803757424,0,1
hmlb165819289,11,17.424114,78.347554,19061.0,1360.0,0,2,1,3,195.0,3,10.738136234232549,2,0
rpyu795733839,17,26.90294,75.793007,19086.0,1250.0,3,1,1,0,215.0,3,13.390909796014377,0,1
ypxe884602836,1,12.297954,76.665169,19086.0,1315.0,1,1,2,0,220.0,2,17.064688525146916,2,1
cabx854440058,16,22.751234,75.88949,19087.0,1415.0,3,2,1,3,140.0,0,9.061426530475128,0,1
wapn956228987,18,10.994136,76.963303,19060.0,1260.0,0,1,1,0,175.0,15,4.664846958990213,0,1
dksc898699214,19,13.022394,80.242439,19064.0,1060.0,2,3,2,0,140.0,7,4.64802423339136,1,0
wrxo809511011,6,,,19036.0,1315.0,2,1,1,3,145.0,8,,1,0
kusr680208929,2,21.173493,72.801953,19067.0,1245.0,3,1,1,0,145.0,13,12.142579186700365,0,0
hnmg372874305,7,26.905287,75.794592,19075.0,780.0,5,0,2,0,130.0,14,5.952035110828275,2,0
dhhq038646489,16,12.978453,77.643685,19075.0,505.0,3,2,1,0,120.0,15,3.098974837829024,2,0
sbiv274778346,4,11.003681,76.975525,19059.0,1080.0,1,3,1,3,170.0,12,13.993634807259431,2,0
abkc104387265,8,12.939496,77.625999,19054.0,1040.0,3,3,1,0,125.0,1,4.648765217618116,0,0
ktqv408426439,7,26.846156,75.8023,19062.0,1140.0,5,3,1,0,100.0,6,8.929739832567662,2,0
btfz315947079,9,11.021278,76.995017,19059.0,1225.0,5,1,2,0,75.0,4,13.993230923259892,2,0
kvpp711739118,4,18.539299,73.897902,19074.0,1270.0,3,1,1,0,170.0,0,16.823642865796444,2,0
dvvt114289457,19,12.3085,76.665808,19060.0,600.0,4,2,1,0,145.0,13,3.1028662034398127,2,0
ojuv988064777,7,,,19063.0,1035.0,5,3,1,3,95.0,10,,1,0
exil020073001,18,19.091458,72.827808,19088.0,1075.0,4,3,1,0,180.0,2,16.79799879130621,0,0
wzjk726332475,1,22.514688,88.393294,19039.0,1430.0,2,2,1,3,95.0,1,13.602041226729185,3,0
pdxi887103701,8,12.913041,77.683237,19079.0,655.0,5,2,1,0,75.0,3,3.0993634744417315,0,0
verr769494269,17,,,19080.0,1230.0,1,1,1,0,200.0,8,,0,0
fmpr669358644,5,12.913041,77.683237,19084.0,1035.0,0,3,2,0,190.0,8,10.847252707161315,1,0
xeuv750749806,14,30.899992,75.831338,19038.0,1210.0,0,1,1,0,150.0,8,4.391588858774495,0,0
zdux864671099,14,13.091809,80.219104,19077.0,1030.0,0,3,2,0,85.0,2,4.647400289742853,0,0
dnhx318897704,9,23.232537,77.429845,19038.0,490.0,2,2,1,0,18.0,5,3.015834722116523,2,0
hzkd076967868,15,12.972532,77.608179,19075.0,710.0,5,0,2,0,125.0,8,1.549519930459649,1,0
xcuq690698553,17,25.450377,81.834236,19036.0,1150.0,4,1,1,0,110.0,4,7.480669078318521,1,0
oqiv876235596,2,26.846156,75.8023,19084.0,1195.0,0,1,2,0,210.0,9,16.369614602872474,2,0
nsjv818309372,13,11.022477,76.995667,19071.0,1340.0,1,2,1,3,40.0,5,10.883781468541267,2,0
wlbz095757195,12,,,19067.0,1355.0,5,2,2,0,140.0,13,,0,0
vywo850439320,2,12.299524,76.64262,19054.0,580.0,0,2,1,3,80.0,9,3.1029169967959707,1,0
zyam390296672,4,19.207222,72.972281,19084.0,1160.0,1,1,1,0,180.0,9,16.79253633397502,0,1
blye300107132,12,12.284747,76.625861,19057.0,1125.0,5,3,1,1,27.0,5,20.16747676677057,2,0
jxot779056955,16,27.160934,78.044095,19036.0,1410.0,2,2,1,0,120.0,9,8.91888668509988,2,1
kkdx293493677,15,21.186438,72.794115,19087.0,1345.0,1,2,1,3,145.0,6,9.106851796519383,1,0
rtzy573573022,18,23.351489,85.324253,19077.0,610.0,4,2,2,0,50.0,13,1.5073380516053525,1,0
clmm291955148,6,13.049645,80.242268,19059.0,1065.0,2,3,2,0,105.0,9,10.844399346304733,1,0
ksic530061459,7,13.081878,80.248519,19056.0,790.0,0,0,3,0,115.0,13,6.196592923971632,0,0
rpzt146692703,18,22.311844,73.165081,19057.0,1370.0,2,2,2,0,90.0,8,19.659104803877018,0,0
vdkj730388289,4,22.761593,75.886362,19084.0,1420.0,5,2,1,3,65.0,14,19.630145098916646,0,0
nmld806197393,3,11.026117,76.944652,19072.0,530.0,4,2,1,0,80.0,13,3.109760789772788,1,0
ubpn501209073,15,13.022394,80.242439,19088.0,1140.0,2,3,2,0,170.0,6,10.844970847441447,2,1
mmgv347585951,17,17.440827,78.393391,19083.0,1070.0,5,3,1,0,135.0,9,9.203840392783977,2,0
ecee946215258,20,22.310526,73.170937,19063.0,1275.0,2,1,2,0,130.0,13,12.09894524844397,2,0
hjac382288886,14,12.323978,76.627961,19086.0,1170.0,0,1,1,0,210.0,14,17.063875285431525,2,0
hmth910018780,1,19.176269,72.836721,19077.0,1050.0,0,3,2,3,60.0,12,9.161008089283468,2,0
votv774802282,19,23.357804,85.325146,19062.0,630.0,2,2,1,0,115.0,0,1.507305876618013,2,0
efco017697800,1,12.970324,77.645748,19070.0,540.0,3,2,3,3,50.0,7,1.549526499748363,1,0
hkib610938334,1,22.745536,75.893106,19081.0,720.0,0,0,2,0,160.0,2,1.5103908082379438,2,1
ldae637084908,14,21.186884,72.793616,19064.0,1235.0,1,1,1,0,150.0,12,4.553630633714709,0,0
cjed094889801,20,11.003008,76.97544,19069.0,1275.0,3,1,1,0,210.0,7,13.993650241500593,1,1
lfzi188561866,15,,,19034.0,1185.0,5,1,2,0,165.0,0,,0,1
pjmx034873717,20,30.89286,75.822199,19038.0,595.0,3,2,1,0,125.0,4,1.4639719346151967,2,1
gifm201796584,15,11.008638,76.984311,19085.0,660.0,0,2,1,0,120.0,11,3.109849704680054,1,0
xozo831445167,17,23.357804,85.325146,19061.0,1090.0,4,3,1,0,38.0,5,16.577557538844168,0,0
kiez199041304,6,9.979186,76.317361,19041.0,1275.0,0,1,1,0,220.0,9,17.130499221334002,2,0
cyuk063488228,11,13.005801,80.250744,19063.0,1305.0,3,1,1,0,200.0,7,12.394529722570125,0,0
muoe247905862,6,26.88842,75.800689,19053.0,1185.0,5,1,1,0,140.0,0,16.366951778637734,0,0
ldpe803061204,14,26.913726,75.75282,19059.0,1255.0,4,1,2,3,85.0,15,13.390419540255463,2,0
lgwf053743321,7,19.176269,72.836721,19074.0,1095.0,5,3,2,3,100.0,13,10.687692480486225,1,0
glvq082687707,11,12.939496,77.625999,19078.0,1130.0,2,3,1,0,175.0,1,20.14271256617032,1,1
uzem081727781,13,17.430448,78.418213,19086.0,1235.0,4,1,1,3,95.0,1,13.805596388488004,1,0
llvg850233788,9,13.022394,80.242439,19084.0,1245.0,5,1,2,3,80.0,3,12.394132518615256,0,0
lrhp926875815,4,10.96185,76.971082,19077.0,1355.0,4,2,2,3,120.0,11,7.775027531729311,1,0
yzxw139981443,6,21.149569,72.772697,19070.0,1435.0,0,2,1,0,90.0,6,4.554154698317838,3,0
pvsa813158998,16,21.160437,72.774209,19060.0,1395.0,5,2,2,3,135.0,6,4.554002148202201,2,0
brqp262001282,13,22.725835,75.887648,19074.0,1290.0,4,1,2,3,125.0,10,16.612635818204165,1,0
bndr628170904,16,12.939496,77.625999,19080.0,1260.0,1,1,3,0,200.0,6,13.945492012958097,0,0
kemb464518000,16,21.183434,72.814492,19082.0,1130.0,0,3,2,0,190.0,7,16.694758860031836,1,1
cixh704825378,10,26.902908,75.792934,19085.0,835.0,4,0,1,3,50.0,3,5.952089618361531,0,0
uuxs395238344,3,12.311072,76.654878,19058.0,1370.0,4,2,1,0,115.0,12,7.756916541739322,2,0
ypln244824971,3,13.027018,80.254791,19052.0,1400.0,3,2,1,0,130.0,0,4.647982768609758,0,1
yzju683015604,4,,,19053.0,1185.0,2,1,2,3,120.0,9,,0,0
jrho322365641,6,,,19036.0,1140.0,1,3,2,0,70.0,2,,2,0
awcc042259962,18,22.753839,75.897429,19066.0,645.0,5,2,2,1,120.0,8,3.0206490444019702,1,0
pxdv499907981,1,12.949934,77.699386,19075.0,555.0,0,2,1,3,105.0,3,3.099144510515509,1,0
dugs815204733,11,11.024839,77.007003,19061.0,1425.0,1,2,2,0,165.0,12,12.438457015456049,3,1
oplw354613143,9,22.308096,73.167753,19072.0,1075.0,2,3,3,3,135.0,11,4.537508178520531,2,0
qqax243454193,17,21.186438,72.794115,19084.0,1355.0,2,2,2,0,95.0,2,10.624496207558435,0,0
bgyd321215856,13,23.416792,85.316842,19085.0,1430.0,4,2,1,0,90.0,2,9.041263207807027,3,0
advl575977438,16,12.334022,76.618203,19056.0,1400.0,0,2,2,0,75.0,15,7.7565910184442,1,0
ybgy873540999,14,13.058616,80.264151,19076.0,1190.0,1,1,1,0,235.0,6,20.13807549667959,1,0
zien678456646,8,12.933298,77.614293,19060.0,810.0,4,0,1,2,270.0,6,6.198367825068356,0,1
eicj404137643,10,12.316967,76.603067,19083.0,925.0,4,3,1,3,55.0,3,6.205523126932415,2,0
gkyz169869160,7,26.90519,75.810753,19070.0,1405.0,0,2,1,3,65.0,11,8.927712060693983,2,0
jlog687677023,6,12.311072,76.654878,19076.0,1275.0,4,1,1,0,165.0,4,13.961938640578527,2,0
pldd708628915,17,13.026286,80.275235,19081.0,830.0,4,0,1,0,105.0,15,6.197259279550285,1,0
oquf637599649,12,11.001753,76.986241,19082.0,1210.0,4,1,1,0,195.0,10,13.99367902060174,1,0
dchw954393247,6,30.335259,78.053162,19034.0,915.0,5,3,1,3,65.0,3,5.869601860818519,2,0
yzpm381886115,15,13.029198,77.570997,19062.0,1100.0,1,3,1,3,85.0,12,7.746455707767519,2,0
cluj031199232,5,12.337978,76.616792,19058.0,615.0,2,2,1,3,110.0,12,3.1026991431015514,2,1
mukf381691694,19,22.744648,75.894377,19075.0,705.0,0,0,2,3,190.0,4,3.0207406390394977,2,0
ebfn435266127,2,23.355164,85.324097,19087.0,640.0,1,2,1,0,90.0,8,1.507319328344442,1,0
kblu566599775,5,21.186608,72.794136,19060.0,1115.0,5,3,2,0,130.0,7,9.106847014844618,2,0
wnfx008689888,4,18.563934,73.915367,19087.0,510.0,0,2,1,0,55.0,0,3.059094162826021,2,0
ciws908979627,13,25.457116,81.859682,19034.0,1040.0,4,3,1,3,110.0,13,8.976416893549578,0,0
mmew456181593,4,30.893234,75.82172,19039.0,1270.0,5,1,1,3,140.0,14,10.246450371881958,0,0
ysmo692492339,17,19.878028,75.317475,19041.0,1335.0,0,2,1,0,195.0,2,12.189842682607587,0,1
oxmz586508030,20,12.334022,76.618203,19082.0,1340.0,0,2,3,0,165.0,8,17.063560974578667,0,1
kinn169532527,7,,,19058.0,695.0,1,0,3,0,150.0,6,,1,0
jhog645314602,11,23.374989,85.335486,19068.0,1155.0,1,1,1,0,155.0,10,4.521501817012801,0,1
smxi817209048,15,19.875522,75.367127,19041.0,1055.0,5,3,1,0,245.0,6,12.1899315420921,1,0
wnms103922578,18,13.091809,80.219104,19058.0,550.0,4,2,2,0,60.0,9,3.0982969038720354,2,0
cmrf220925027,11,12.935662,77.61413,19060.0,680.0,0,0,1,3,145.0,3,1.549629486646845,0,0
mzjs641931069,15,12.978453,77.643685,19057.0,1305.0,0,1,1,0,225.0,11,20.141200508759606,2,0
gzeu782274018,20,23.359407,85.325055,19070.0,695.0,1,0,2,3,155.0,15,1.507297708138871,1,1
kzrh689005307,16,26.956431,75.776649,19069.0,1175.0,5,1,3,0,135.0,10,13.388148115267779,1,0
duyb690355362,17,12.981615,80.231598,19056.0,1160.0,2,1,1,0,175.0,14,7.74716637421142,0,1
pugd942950212,5,,,19082.0,1350.0,0,2,1,0,115.0,3,,0,0
uhgb733235774,16,26.483042,80.317833,19036.0,1160.0,3,1,1,3,185.0,6,8.942134373588479,1,1
dntw194845873,12,22.728163,75.884212,19072.0,1150.0,5,1,1,0,125.0,8,7.551888433427441,2,0
qdpx162043101,8,12.906229,77.596791,19058.0,1360.0,5,2,3,3,95.0,10,7.7482872035100545,0,0
tiya380222843,13,12.972532,77.608179,19081.0,880.0,5,0,2,0,135.0,15,6.197901026723876,2,0
badg569404377,8,26.472001,80.354002,19037.0,1235.0,4,1,2,0,60.0,14,13.412999285853614,2,0
pbxp740667527,19,12.970324,77.645748,19083.0,865.0,0,0,2,0,145.0,14,6.197927332941757,0,0
claf475816331,16,26.849596,75.800512,19057.0,1105.0,5,3,2,0,185.0,4,10.41769168227146,0,1
yzme432722194,4,12.935662,77.61413,19075.0,885.0,3,0,1,0,19.0,5,6.1983397369141935,2,0
mibx762745655,14,21.149569,72.772697,19068.0,590.0,2,2,1,0,125.0,12,1.5180983458459458,1,1
towu592557079,5,26.47775,80.351569,19034.0,740.0,5,0,1,0,95.0,6,5.961769056421444,2,0
zxpt786111837,20,26.914142,75.805704,19083.0,500.0,1,2,2,3,95.0,13,2.9760307123797003,1,0
rhaa268945916,20,23.359194,85.325447,19062.0,745.0,1,0,1,3,145.0,6,6.028889249813659,1,0
hffr635571666,18,26.905287,75.794592,19081.0,990.0,1,3,2,3,85.0,7,5.952035110828275,2,0
ivoy048247612,5,12.978453,77.643685,19077.0,1075.0,5,3,2,0,145.0,2,7.747213511669852,1,0
wmzm022150780,9,17.41233,78.449654,19081.0,500.0,4,2,1,0,75.0,4,3.0683280907462342,0,0
cqfv625098152,13,12.334022,76.618203,19070.0,840.0,5,0,2,0,155.0,1,6.2053296310718675,0,0
hyoz303225165,10,,,19039.0,1235.0,2,1,2,0,95.0,12,,0,0
fkav548966683,9,21.175104,72.804342,19052.0,655.0,0,2,2,3,85.0,8,3.035910946211916,0,0
ipgt121911115,18,12.934179,77.615797,19087.0,650.0,5,2,1,0,100.0,9,3.099238091225855,0,0
aswm895417682,2,15.5696,73.742294,19041.0,1320.0,0,1,1,0,235.0,8,13.86826108440451,1,0
bqud745389563,17,11.026117,76.944652,19074.0,1240.0,3,1,1,2,265.0,15,13.993119750006084,1,1
cdlq288536848,7,22.725748,75.898497,19071.0,1200.0,5,1,1,0,120.0,1,16.612640590667567,2,0
rpcf788482655,11,22.753659,75.903365,19071.0,1165.0,1,1,2,0,195.0,13,13.591356859732272,0,0
sceu732446022,3,12.325461,76.632278,19058.0,1090.0,0,3,1,0,140.0,4,9.307969804594673,0,0
vfzi677646285,11,13.091809,80.219104,19067.0,1390.0,2,2,2,3,140.0,15,20.13677616835183,2,0
gaaj427752806,5,21.160437,72.774209,19058.0,745.0,5,0,2,3,120.0,12,6.071909216478056,0,0
zwmo288632544,16,18.994237,72.825553,19053.0,1275.0,0,1,1,0,225.0,3,10.693136840484298,1,0
tvwp087327627,18,12.3085,76.665808,19064.0,780.0,5,0,2,0,155.0,3,6.205619093031621,2,0
ylbe374170990,13,22.753839,75.897429,19060.0,1235.0,1,1,1,3,150.0,11,7.551248572683064,0,0
dozk221349186,8,18.994049,72.825203,19077.0,820.0,2,0,2,0,65.0,1,6.110622448539019,2,0
iurb886906628,15,22.308096,73.167753,19058.0,1430.0,4,2,2,0,55.0,10,9.074574954910457,0,0
wnju077113477,3,12.970324,77.645748,19088.0,1305.0,4,1,1,0,75.0,7,13.944665102258814,1,0
powl417093580,4,,,19064.0,935.0,5,3,1,0,115.0,4,,2,0
caej993435956,3,12.3085,76.665808,19061.0,1215.0,3,1,2,0,75.0,6,20.166599832051194,1,0
nckq968209858,9,15.157944,73.950889,19041.0,1045.0,2,3,2,0,135.0,14,16.96557191060898,2,0
tigz061964416,6,26.913726,75.75282,19052.0,505.0,3,2,1,3,55.0,13,1.4881126828892803,0,0
lakt588322961,11,17.410371,78.437225,19084.0,1250.0,3,1,1,2,235.0,13,10.73851444225037,0,0
muxd410425615,11,22.514585,88.39331,19037.0,1315.0,2,1,1,0,170.0,13,16.62417793678295,0,1
khjh794834949,17,11.021278,76.995017,19066.0,490.0,2,2,2,0,105.0,15,3.109785419225122,1,0
jpua241792052,1,,,19055.0,1330.0,2,2,1,0,85.0,12,,0,0
yxkl960989592,6,19.103249,72.846749,19072.0,1140.0,4,3,1,0,95.0,11,7.635843956559549,2,0
uany238447711,5,22.745536,75.893106,19068.0,955.0,1,3,2,0,75.0,1,6.041264187733316,0,0
jzsz866134597,14,22.725835,75.887648,19067.0,1400.0,5,2,2,0,110.0,8,13.592605845095418,0,0
srkb200529387,17,25.450329,81.834279,19039.0,1140.0,1,3,1,0,235.0,8,10.472554777067826,1,0
agdj703229523,18,19.120083,72.907385,19082.0,1185.0,0,1,2,0,245.0,11,13.743100261061095,1,0
pcfl596075652,12,11.026117,76.944652,19066.0,1320.0,1,1,1,0,190.0,4,9.328976438541764,1,0
yxah768474316,2,17.450851,78.379347,19069.0,1175.0,1,1,1,0,165.0,7,10.737399645661611,2,0
rnnp577710264,13,11.025083,77.015393,19052.0,1135.0,2,3,1,3,135.0,7,4.664610877378366,2,0
dtqr409751988,6,22.761593,75.886362,19086.0,1060.0,0,3,2,0,195.0,2,12.081089159931416,0,1
hlbz152445957,11,22.727021,75.884167,19084.0,1030.0,4,3,1,3,170.0,12,10.572334612790245,1,0
ziwr829378069,5,17.458998,78.500366,19086.0,1250.0,1,1,2,3,165.0,2,10.737174994526411,1,1
rgdt404781094,16,21.15276,72.778059,19084.0,0.0,1,2,1,0,185.0,12,10.625600819309252,0,0
wcgw541623689,1,17.41233,78.449654,19088.0,1210.0,4,1,2,0,85.0,2,13.806237934463724,2,0
nksy986743370,14,,,19071.0,1190.0,2,1,2,0,155.0,7,,2,1
akip873768279,16,11.001753,76.986241,19077.0,1400.0,2,2,1,0,135.0,10,9.329348795430038,1,1
qohy003784477,7,22.32,73.17,19075.0,505.0,3,2,1,0,135.0,8,1.512493407032187,0,1
hiop697545796,5,12.3085,76.665808,19054.0,1280.0,5,1,1,3,85.0,0,9.308258482124039,2,0
bukd241266929,12,11.006686,76.951736,19071.0,0.0,5,2,1,0,80.0,12,17.102966201435997,0,0
vron930540057,4,22.533662,88.366217,19039.0,1370.0,1,2,1,0,110.0,11,19.644883781591208,2,0
agqo721576949,7,21.175104,72.804342,19078.0,1195.0,3,1,1,0,155.0,2,13.660122439871861,2,1
xzwc474187698,9,12.337978,76.616792,19084.0,1100.0,5,3,1,0,90.0,13,20.165509285201054,0,0
hdhr720366194,6,,,19034.0,560.0,5,2,2,0,75.0,8,,1,0
fheg972571701,20,,,19081.0,565.0,2,2,1,0,125.0,6,,0,0
sqwi682507528,19,23.351489,85.324253,19056.0,1295.0,3,1,1,3,165.0,10,9.043263484069747,2,0
ghjj676391592,14,11.001852,76.976268,19070.0,710.0,5,0,3,0,140.0,3,1.554954794511357,1,0
cakh880601544,5,26.905287,75.794592,19063.0,1195.0,1,1,1,0,39.0,5,20.828106028653227,2,1
jgvy195596903,9,18.543626,73.905101,19067.0,1155.0,5,1,1,0,135.0,9,10.706412101750338,1,0
hepf988547571,6,21.186884,72.793616,19068.0,1405.0,4,2,3,1,90.0,13,4.553630633714709,1,0
sgmt748469465,17,19.22384,72.841347,19057.0,1320.0,5,1,1,0,160.0,8,10.686261979646483,1,1
hppo832558328,4,26.90519,75.810753,19065.0,1110.0,0,3,2,0,150.0,9,16.365894271420093,1,0
lqga130258403,19,,,19036.0,1090.0,4,3,1,3,110.0,8,,2,0
yaml933238878,15,17.458998,78.500366,19052.0,645.0,5,2,1,0,125.0,2,3.0679612737287636,1,1
pbbh375112026,12,,,19058.0,1180.0,0,1,1,3,175.0,8,,2,0
idna478352276,15,18.530963,73.828972,19082.0,1370.0,4,2,1,0,125.0,12,16.824024800777703,2,0
fufd727276459,18,17.430448,78.418213,19070.0,1250.0,4,1,2,3,90.0,2,7.670169545372539,2,0
fvxh270766453,9,,,19082.0,1375.0,1,2,1,0,135.0,1,,0,0
wudk104074424,7,17.411028,78.329645,19081.0,1420.0,4,2,1,3,80.0,7,7.6705511567506495,1,0
ftbw506503619,20,18.569156,73.774723,19058.0,685.0,3,0,1,3,210.0,14,3.0589705915603402,1,0
apjy024712323,17,26.88842,75.800689,19062.0,1155.0,2,1,1,0,205.0,4,8.928288457014254,0,1
nqgq248452594,7,12.939496,77.625999,19065.0,1380.0,5,2,1,0,105.0,3,10.846702356618382,0,0
ymxr225894135,17,12.321214,76.621094,19086.0,1345.0,5,2,2,0,105.0,13,20.166129779840556,2,0
xarp133504670,1,23.359407,85.325055,19069.0,1130.0,1,3,1,0,175.0,8,16.57746752201047,1,0
lqsm590889001,5,9.970717,76.285447,19041.0,1300.0,2,1,2,0,90.0,14,14.016248764498329,1,0
xtob055377365,14,19.131141,72.813074,19052.0,1225.0,0,1,1,0,145.0,7,9.162088233924921,1,0
hzlh778110067,15,23.357804,85.325146,19070.0,1350.0,0,2,1,0,115.0,14,9.04307025837713,0,0
mptr017896076,5,23.354422,85.3329,19085.0,825.0,2,0,1,3,155.0,10,6.028986564142541,0,0
jmpf148908654,16,26.90294,75.793007,19077.0,1240.0,4,1,2,0,110.0,7,4.464152609112948,2,0
dqjm521535949,18,,,19087.0,1150.0,0,1,3,0,180.0,8,,0,0
abij700771267,11,11.022298,76.998349,19075.0,1400.0,2,2,1,3,145.0,12,4.66463214926593,1,1
susd776478304,3,17.438263,78.397865,19055.0,1250.0,1,1,2,0,170.0,4,12.271552756727358,2,0
himz977906032,14,12.311072,76.654878,19072.0,1320.0,0,1,2,0,140.0,4,7.756916541739322,2,0
lgzn439496823,17,12.975996,80.221898,19084.0,1110.0,1,3,1,0,210.0,14,10.845941272791444,0,0
dwzc530802743,20,21.170798,72.790489,19075.0,970.0,2,3,2,3,125.0,6,6.071715179305134,2,0
rsjp420506925,7,25.451517,81.832616,19040.0,495.0,0,2,1,0,110.0,1,1.496237133561368,2,0
vvdj705386826,12,12.986047,80.218114,19052.0,600.0,4,2,1,0,95.0,7,1.5494796970417275,0,0
sohg125877545,11,27.16185,78.040165,19041.0,1410.0,1,2,2,0,165.0,6,20.80742301226592,0,0
yqvv031123988,17,21.157729,72.768726,19080.0,1155.0,1,1,2,0,225.0,4,10.625437937035716,0,0
uuoj018299252,6,17.45971,78.368855,19063.0,1390.0,3,2,1,0,90.0,6,10.737155356761592,2,0
dhgc672188853,19,,,19054.0,1240.0,3,1,1,0,150.0,9,,0,0
bnni951551666,20,19.120083,72.907385,19052.0,1260.0,3,1,2,0,145.0,15,4.581418791918617,1,0
jupd115967958,16,11.000762,76.981876,19085.0,590.0,1,2,1,0,85.0,15,1.5549575617693234,0,0
hurh646384614,2,22.761226,75.887522,19063.0,1110.0,5,3,1,3,105.0,12,12.081103812841386,0,0
jscq767087701,20,19.888716,75.321461,19038.0,1360.0,2,2,1,0,110.0,4,7.618747499037667,2,0
phde448279553,14,30.899584,75.809346,19035.0,1105.0,5,3,2,0,100.0,0,20.48921125348799,2,0
hvdo430985885,18,22.651847,75.881991,19081.0,595.0,0,2,1,0,145.0,6,1.5108566663374494,0,0
xhze038112556,3,30.895204,75.822103,19034.0,945.0,4,3,1,3,105.0,14,5.855446365340534,2,0
agdv366699222,18,17.433809,78.386744,19075.0,840.0,0,0,2,0,135.0,6,6.136161459879009,2,0
llsb352361469,14,23.369746,85.33982,19074.0,1315.0,4,1,3,0,95.0,9,12.056531044074385,2,0
mwdi880567606,13,11.001852,76.976268,19087.0,1340.0,5,2,1,3,125.0,12,7.77451972836823,0,1
oacq938951779,5,19.874103,75.368419,19040.0,1255.0,0,1,3,0,105.0,1,9.142752467075166,0,0
yhzd225128664,17,10.035573,76.336958,19034.0,1175.0,4,1,1,0,95.0,6,7.786284518497561,2,0
jgpg868379497,19,12.284747,76.625861,19083.0,815.0,3,0,2,3,130.0,3,6.2058879746342885,0,0
raks898751846,3,26.891191,75.802083,19053.0,1140.0,2,3,2,0,95.0,13,10.416024813980892,2,0
lbrv363071693,20,22.725748,75.898497,19078.0,1425.0,5,2,1,0,22.0,5,10.572379018516333,1,0
wqqf073126317,3,19.055831,72.833984,19086.0,1295.0,0,1,1,0,230.0,10,19.853603911818123,1,0
izwg063666312,13,17.440827,78.393391,19088.0,1315.0,5,1,1,0,220.0,1,13.805228599411375,1,1
vijv344233353,11,26.846156,75.8023,19087.0,600.0,2,2,1,0,170.0,3,1.4884329736185136,0,1
yroc013972095,8,17.429585,78.392621,19061.0,1065.0,1,3,2,0,190.0,7,13.805626960611738,2,1
