Timestamp,Asset_ID,Latitude,Longitude,Inventory_Level,Shipment_Status,Temperature,Humidity,Traffic_Status,Waiting_Time,User_Transaction_Amount,User_Purchase_Frequency,Logistics_Delay_Reason,Asset_Utilization,Demand_Forecast,Logistics_Delay
2024-01-21 03:11:55,2,-84.0049,111.8327,184,0,19.2,59.8,2,23,126,3,0,90.4,200,1
2024-08-03 13:26:27,5,7.0779,-165.136,403,1,20.6,66.1,0,15,461,3,3,77.1,263,0
2024-06-05 18:09:34,6,-86.0858,117.8697,100,2,22.3,72.3,1,43,256,4,3,92.8,101,0
2024-10-27 12:09:17,3,59.2432,175.9873,135,0,18.9,55.5,2,57,162,8,3,75.3,127,1
2024-10-22 14:28:47,0,-39.3003,-121.6771,220,2,25.0,79.0,2,51,481,1,2,64.3,268,1
2024-09-03 09:41:58,8,-83.672,164.2522,318,2,29.8,51.4,0,24,216,2,2,83.8,221,0
2024-01-03 11:20:33,7,5.9541,-156.4873,237,1,29.2,56.2,1,15,251,2,2,76.3,198,0
2024-06-11 23:38:53,2,-16.3804,-119.0546,459,2,27.2,78.5,2,22,323,6,3,87.3,271,1
2024-01-04 23:32:40,6,-27.4913,-1.8571,332,2,21.7,58.9,2,33,363,5,2,90.1,131,1
2024-08-02 06:58:21,8,67.7002,43.853,133,2,28.7,69.5,1,57,342,5,1,99.9,261,0
2024-08-29 02:07:16,8,30.5045,52.2559,499,0,18.3,75.1,0,22,251,0,0,79.2,139,1
2024-02-22 18:02:00,1,4.8619,61.4224,350,1,25.3,71.2,1,19,177,0,3,67.0,209,0
2024-06-21 20:31:34,7,84.0872,85.2383,186,0,24.1,72.0,1,26,131,3,3,68.2,189,1
2024-01-27 15:36:15,8,11.5213,-168.4741,403,1,23.1,69.3,1,24,487,9,0,69.6,104,0
2024-06-17 12:40:13,6,63.7701,163.2651,193,0,22.1,68.2,2,29,231,2,2,69.7,198,1
2024-03-31 14:30:18,2,57.5757,-35.0439,254,1,24.0,78.6,2,24,108,2,2,66.6,219,1
2024-03-23 08:10:19,9,-66.6009,-11.7155,368,1,26.1,71.0,0,58,336,1,0,86.5,259,0
2024-10-02 15:12:00,6,18.755,-46.8871,283,0,28.5,50.7,1,11,495,9,2,88.1,200,1
2024-07-28 18:36:05,1,50.3574,128.5618,164,1,25.5,67.6,2,20,188,6,0,60.1,268,1
2024-01-11 15:19:53,5,46.9009,3.749,419,1,22.1,74.7,1,31,236,9,1,95.9,182,0
2024-12-28 18:53:31,9,17.5319,-65.0765,489,1,25.0,69.4,0,30,345,7,3,66.1,128,0
2024-09-07 12:50:16,2,4.8305,-6.5757,498,0,20.2,55.0,0,51,147,7,2,97.7,247,1
2024-12-09 11:15:02,1,38.8917,-38.8032,244,0,21.2,61.8,1,24,181,1,1,70.1,238,1
2024-10-05 18:34:00,4,-20.0482,-83.6915,488,1,21.5,50.3,2,32,120,0,0,79.1,111,1
2024-04-22 10:55:19,9,-83.2534,-166.3309,152,0,21.2,70.3,0,10,467,9,3,61.5,269,1
2024-02-27 21:45:48,1,-4.8643,75.4304,168,0,23.2,71.5,0,23,292,2,1,98.8,102,1
2024-05-23 22:03:43,5,46.7637,-146.4348,268,1,23.9,79.2,0,41,295,8,0,69.5,146,0
2024-01-02 22:19:42,7,-68.3909,-122.557,341,2,21.3,76.2,2,58,429,2,3,78.6,178,1
2024-09-29 06:31:55,7,62.3457,-54.2033,166,1,28.9,50.6,2,58,197,2,1,88.8,282,1
2024-12-18 08:33:58,7,72.8857,135.9494,483,0,21.4,51.2,2,33,249,1,3,67.6,165,1
2024-08-11 10:28:58,1,2.2782,-158.4628,232,1,22.3,73.3,2,19,332,3,3,78.6,135,1
2024-03-24 22:56:32,3,11.7686,154.6043,392,2,20.7,62.8,1,12,417,1,2,69.3,109,0
2024-06-02 00:24:04,8,-75.598,11.134,480,2,24.9,77.8,2,53,318,2,0,69.5,181,1
2024-02-02 03:46:54,3,23.2931,106.0267,368,1,28.0,53.4,1,42,182,4,3,77.5,205,0
2024-10-02 12:56:46,6,-11.3114,-139.811,373,2,25.0,62.4,0,20,125,0,0,91.2,160,0
2024-09-25 12:20:07,2,9.6491,47.3499,154,1,22.0,53.3,2,50,208,3,3,85.0,231,1
2024-02-24 08:11:09,3,10.9354,-27.3551,184,1,19.2,55.3,2,14,450,2,3,86.7,247,1
2024-10-28 10:00:20,9,84.9482,59.5314,204,1,21.4,61.5,0,51,490,4,0,68.0,288,0
2024-05-31 23:20:31,2,49.7212,179.2025,227,1,26.1,65.7,1,47,247,7,1,77.8,135,0
2024-01-22 00:34:19,5,-28.8968,-117.9471,405,2,28.0,67.7,0,48,348,2,0,78.3,213,0
2024-12-19 11:06:09,7,-55.5154,-163.6943,392,1,27.4,69.0,1,31,347,8,2,98.0,133,0
2024-01-05 22:46:26,3,16.7636,29.2783,429,2,27.7,75.0,2,12,446,3,3,65.7,203,1
2024-06-26 08:09:13,7,-76.307,5.0298,488,1,25.2,63.9,2,19,219,3,2,100.0,184,1
2024-07-31 02:07:09,6,-22.4693,149.9634,444,0,29.8,67.5,0,41,125,4,2,63.3,152,1
2024-11-27 04:21:18,0,71.8859,93.4464,420,0,18.4,68.5,2,50,340,9,2,76.8,212,1
2024-06-06 04:02:08,0,-9.7179,-117.0145,391,2,25.5,73.7,1,31,472,9,2,77.2,109,0
2024-05-16 20:34:06,9,-12.2288,-74.7801,212,1,20.6,50.5,0,41,498,4,0,94.1,162,0
2024-07-14 21:14:08,4,5.4618,-179.8202,157,1,20.9,77.1,0,26,499,3,1,91.4,214,0
2024-11-22 11:31:54,8,-54.8317,66.4706,399,1,26.3,79.4,1,25,476,3,0,95.6,256,0
2024-11-01 21:31:14,2,-80.0522,-102.2508,103,1,27.9,53.1,1,52,386,0,3,97.7,141,0
2024-10-27 15:39:37,9,-13.0527,-122.0924,333,0,22.1,65.0,1,22,243,4,0,83.2,176,1
2024-02-14 12:20:37,6,6.3666,136.0794,234,1,27.3,70.1,1,45,416,7,3,86.9,165,0
2024-05-02 11:14:44,9,83.1243,48.4325,146,0,29.0,55.5,1,52,414,9,0,82.3,228,1
2024-09-02 05:03:25,7,51.1898,25.5964,109,0,20.7,60.9,2,39,147,8,1,75.0,116,1
2024-12-08 04:35:38,8,-76.3987,-68.1922,357,0,24.6,73.5,0,48,266,9,1,74.4,226,1
2024-01-23 05:35:54,9,70.5541,-150.1626,356,1,19.5,63.1,0,16,118,2,3,77.8,230,0
2024-01-25 11:27:54,2,-38.2185,104.1667,349,1,19.4,62.7,1,19,296,2,3,72.3,177,0
2024-11-08 13:31:56,0,39.1411,138.1786,159,1,27.1,77.5,2,33,429,8,3,77.9,200,1
2024-05-30 01:04:50,4,-68.8006,159.004,148,1,25.0,60.7,0,43,196,3,0,64.6,240,0
2024-05-30 11:30:34,3,51.1598,-170.9311,354,1,26.9,65.5,2,14,245,3,3,73.4,151,1
2024-03-02 23:49:21,8,-29.5867,41.0612,214,1,21.5,69.1,2,49,417,9,1,76.7,249,1
2024-08-29 11:52:35,8,-51.3412,-112.1636,307,0,21.0,52.8,0,21,475,3,3,82.8,107,1
2024-05-26 01:53:03,0,-49.5057,174.3533,385,2,24.3,59.4,0,37,239,2,3,88.3,148,0
2024-07-24 01:20:43,8,0.7577,120.0181,490,0,24.0,56.1,2,29,463,5,0,81.1,134,1
2024-12-24 10:20:56,4,-2.2911,64.2731,133,0,19.4,76.0,1,36,182,2,3,70.5,249,1
2024-02-11 14:40:04,2,78.4324,125.0181,472,1,24.9,63.2,1,36,485,8,3,78.9,271,0
2024-04-24 00:54:49,7,-2.8329,-29.9102,338,2,28.9,55.5,1,39,181,1,0,88.6,143,0
2024-01-08 10:20:44,2,70.0103,-164.1914,172,1,25.5,55.7,1,25,259,0,1,65.2,255,0
2024-10-25 03:01:44,2,11.4885,-172.569,187,0,24.8,52.0,1,31,231,4,2,91.6,234,1
2024-12-12 15:03:51,8,74.5261,123.6828,439,2,23.5,55.1,1,47,454,2,2,75.5,196,0
2024-11-30 09:16:40,7,-12.9509,132.4986,159,2,18.1,76.0,1,18,202,1,2,94.4,197,0
2024-05-13 09:05:25,7,81.79,-52.7516,362,1,18.3,57.6,2,58,437,7,0,66.8,123,1
2024-12-16 06:06:57,4,47.7175,72.531,163,1,24.6,53.2,1,34,473,8,1,72.4,263,0
2024-02-14 07:54:59,7,-21.5329,-145.2581,258,0,19.9,51.9,2,54,237,9,3,92.7,271,1
2024-06-25 12:15:28,9,-4.5863,71.7337,319,0,18.0,63.6,1,23,473,6,2,83.0,187,1
2024-08-14 03:59:00,9,-26.6775,-77.2847,247,1,28.9,60.7,0,56,115,9,0,61.6,270,0
2024-04-08 19:43:53,8,-30.6957,29.255,134,2,19.9,67.5,1,42,421,4,0,77.6,183,0
2024-11-07 14:21:51,4,64.5212,-83.2639,175,2,20.9,58.7,1,35,274,8,0,61.1,240,0
2024-01-12 17:01:33,9,68.181,-84.9051,179,0,24.2,50.2,0,31,485,9,3,75.8,255,1
2024-05-30 08:29:11,1,-81.2116,13.9727,105,0,27.1,59.8,0,36,409,6,1,75.7,290,1
2024-05-16 07:34:11,2,-21.308,-14.9017,277,2,23.5,63.9,2,11,292,7,2,67.5,234,1
2024-12-08 12:26:38,5,77.2059,-132.0473,427,0,26.7,63.8,1,54,453,5,2,86.7,101,1
2024-03-28 08:34:01,3,21.4872,-123.6879,348,0,22.7,63.3,1,23,134,3,0,99.6,251,1
2024-04-16 21:31:53,3,47.7603,-137.0932,300,0,23.1,78.1,1,53,146,3,2,73.3,280,1
2024-11-20 14:44:30,0,-4.7971,56.411,457,1,27.2,69.1,2,55,319,1,1,67.7,132,1
2024-06-20 08:17:55,0,-11.1333,-40.0454,316,0,26.8,53.5,0,35,402,9,0,93.6,206,1
2024-08-11 15:40:34,9,15.5083,115.4388,207,2,19.2,59.7,1,56,484,6,1,72.6,285,0
2024-10-30 12:44:31,1,-70.6858,54.4683,333,1,27.5,55.8,2,36,141,1,1,67.0,264,1
2024-03-22 11:00:20,1,-18.4278,101.4997,327,0,22.6,57.4,1,38,432,3,1,68.4,171,1
2024-05-12 13:40:05,3,43.7523,149.8334,197,2,20.0,69.6,1,42,314,2,1,87.2,201,0
2024-11-15 08:08:17,7,18.5151,24.3559,356,0,23.4,72.8,1,39,486,8,0,99.2,282,1
2024-10-07 06:11:39,9,84.6774,61.0153,359,0,29.2,54.5,1,50,268,0,3,67.4,249,1
2024-09-09 03:30:12,3,49.5864,-154.4224,377,1,18.1,55.0,1,59,476,5,2,70.2,268,0
2024-08-21 20:07:08,6,-51.319,-46.5841,228,0,24.2,59.2,2,26,321,4,1,96.3,132,1
2024-01-17 03:33:56,1,-12.9902,176.1206,399,1,23.4,71.7,2,12,239,0,3,67.6,156,1
2024-12-02 12:07:59,3,6.8181,52.3685,157,2,29.8,54.0,0,33,151,9,2,81.2,192,0
2024-11-18 07:52:13,1,-3.038,106.5694,327,2,21.2,52.6,0,48,209,7,0,98.6,104,0
2024-04-29 11:54:26,2,35.5141,90.8087,215,0,21.7,73.4,1,17,146,8,3,70.4,296,1
2024-05-29 06:49:50,9,-40.8724,-42.3243,213,0,20.2,63.7,0,16,248,9,3,68.8,136,1
2024-11-10 05:49:21,7,44.6347,-110.6304,226,2,21.4,58.0,1,47,348,6,0,85.7,136,0
2024-11-03 20:21:38,0,76.5468,-13.5249,334,1,24.2,76.2,0,24,402,6,1,71.5,105,0
2024-09-04 10:45:13,2,72.8206,90.5169,319,2,25.5,51.7,1,32,350,1,3,69.7,254,0
2024-09-25 21:53:09,8,81.2554,4.8416,411,2,20.5,77.4,2,51,211,4,0,76.9,244,1
2024-07-24 06:30:18,6,74.9107,17.8019,208,0,28.8,64.9,0,40,437,5,2,64.6,185,1
2024-04-02 13:43:06,5,20.446,149.3776,328,1,22.8,73.6,0,12,349,8,0,93.3,162,0
2024-03-04 06:43:40,3,-60.7101,-29.4842,219,0,22.9,56.6,2,49,372,5,0,64.4,300,1
2024-12-10 12:39:50,8,74.2314,-113.7355,438,2,25.7,71.2,1,21,445,4,2,90.4,154,0
2024-01-05 03:23:06,9,16.9737,-7.8198,145,2,23.3,70.3,1,44,421,1,3,93.9,286,0
2024-01-18 17:13:48,0,35.8055,-41.1532,299,1,22.4,64.2,0,54,303,0,1,88.1,125,0
2024-05-10 06:01:32,5,6.7867,-133.6343,356,1,18.9,71.7,0,25,368,0,1,66.1,228,0
2024-10-26 05:59:54,3,6.184,36.1898,137,1,22.8,50.6,1,24,465,5,2,61.3,226,0
2024-04-21 16:13:53,8,-75.0605,-52.5256,231,1,24.3,57.8,0,56,368,6,2,87.2,203,0
2024-09-14 01:51:27,2,-77.891,-96.7804,336,1,19.7,66.7,0,54,163,6,0,71.4,122,0
2024-05-12 17:51:01,9,-47.154,6.9021,290,2,27.6,71.8,2,50,460,6,0,95.9,118,1
2024-09-03 09:06:58,0,76.1715,-0.0071,427,0,23.2,70.1,2,17,320,3,2,73.0,162,1
2024-05-06 09:16:38,9,-85.8283,163.4575,439,1,26.4,71.3,0,41,491,6,1,67.4,273,0
2024-01-09 08:52:44,7,6.009,-33.838,461,1,18.6,74.6,2,23,185,3,1,77.8,215,1
2024-09-06 03:02:40,9,3.8184,139.4876,414,1,29.0,70.6,2,25,291,3,1,92.9,154,1
2024-08-05 16:44:46,6,66.3417,-154.1243,498,0,23.8,55.9,1,16,381,6,3,67.2,131,1
2024-08-16 10:45:59,4,-61.8623,113.6304,334,1,22.5,57.1,0,43,381,5,3,73.8,157,0
2024-07-12 02:46:57,2,44.502,66.5819,144,0,23.0,70.3,2,54,152,0,0,84.3,242,1
2024-01-24 08:44:24,3,-12.2885,38.4287,231,1,28.2,67.2,0,50,221,0,3,84.8,270,0
2024-01-13 21:47:31,5,-40.8275,-46.7423,324,0,25.5,65.2,0,51,233,8,1,90.2,145,1
2024-04-16 08:03:32,6,-76.5757,-52.269,246,1,19.4,56.3,0,16,406,8,2,65.7,140,0
2024-02-12 03:22:04,2,-79.279,69.568,283,0,27.7,52.4,2,16,280,7,1,96.0,297,1
2024-05-08 03:54:27,1,84.3451,-106.877,453,0,21.8,66.4,0,48,305,1,0,68.9,212,1
2024-12-07 12:50:56,1,-19.0721,161.7246,392,1,30.0,72.1,1,52,329,3,1,66.6,174,0
2024-11-26 00:36:15,6,-69.0311,-32.9575,343,2,25.2,72.6,0,21,400,8,2,87.7,300,0
2024-05-07 08:15:24,4,87.7793,-108.9268,144,0,25.8,65.6,1,23,362,9,1,88.9,199,1
2024-11-05 21:58:32,9,-48.3633,-36.2936,151,0,22.1,59.7,0,58,338,0,1,81.5,248,1
2024-02-28 11:48:48,7,-36.4104,-4.335,389,2,27.2,59.8,2,20,129,7,1,80.8,164,1
2024-04-16 23:04:14,2,-39.225,-156.4228,355,0,19.2,62.2,0,10,137,1,1,67.0,269,1
2024-11-28 00:36:34,1,84.0407,-74.7098,493,0,20.7,70.9,0,52,478,0,1,62.5,103,1
2024-02-09 06:40:41,9,-68.5324,127.5394,181,1,22.9,70.3,1,49,441,6,3,94.7,168,0
2024-05-14 13:25:22,6,-8.4586,44.4779,342,2,22.6,55.5,1,35,119,2,3,73.9,199,0
2024-08-28 13:33:22,9,14.0092,-131.9758,376,0,20.5,55.5,0,34,315,8,3,70.7,297,1
2024-02-21 02:51:08,4,3.6602,107.779,464,2,20.8,50.1,2,16,441,6,3,91.1,240,1
2024-10-25 05:54:37,3,29.342,-68.5682,452,2,26.7,64.1,0,36,152,0,3,90.1,231,0
2024-07-18 23:30:52,9,-20.6524,-102.5762,228,1,28.7,65.0,2,26,271,2,1,66.0,290,1
2024-02-28 23:27:53,1,-88.696,117.3902,288,1,27.1,69.4,2,37,144,1,3,63.6,126,1
2024-07-13 15:41:00,1,-27.0315,40.2451,133,0,18.6,79.4,0,14,314,9,0,98.8,109,1
2024-06-21 04:12:55,6,25.5135,-147.3897,117,2,29.7,63.7,0,17,159,7,3,77.0,106,0
2024-09-29 17:58:30,2,68.4014,-52.0862,428,0,28.4,74.2,0,54,492,0,3,86.2,286,1
2024-06-05 07:32:41,8,-7.1543,-132.8372,381,1,18.0,53.0,0,25,398,8,2,94.6,100,0
2024-12-19 21:28:31,9,-78.2763,151.3943,166,0,22.5,53.8,0,57,442,5,2,72.1,284,1
2024-04-23 18:51:26,2,33.9665,-46.5423,225,2,26.1,75.8,2,41,286,2,0,72.9,224,1
2024-02-17 20:09:25,2,-59.6899,143.0428,364,0,18.8,68.2,1,41,373,0,2,88.7,215,1
2024-07-21 06:13:04,7,25.7047,150.6302,318,2,25.3,74.6,0,32,486,8,2,68.1,277,0
2024-04-03 05:24:14,2,15.4009,52.3537,417,2,20.0,61.0,2,54,300,3,1,74.5,156,1
2024-10-22 10:43:44,7,-86.7799,-102.1496,180,0,18.5,52.1,0,10,182,4,0,99.0,279,1
2024-04-28 12:38:55,8,40.3406,159.0723,134,0,24.1,68.2,2,35,187,5,0,99.9,102,1
2024-09-28 12:11:17,8,40.4005,-149.1521,237,2,28.1,75.5,1,18,349,1,2,90.5,189,0
2024-09-09 11:51:15,5,-85.1352,73.2511,259,0,26.6,53.0,0,28,118,3,1,60.2,249,1
2024-10-02 21:49:15,3,-1.28,1.0168,463,2,19.8,54.5,2,12,408,7,1,71.2,229,1
2024-05-05 05:42:10,1,45.2617,-152.3952,290,1,23.7,53.5,1,44,237,4,0,85.8,270,0
2024-05-21 02:33:29,8,-14.7713,-117.3565,345,0,21.3,53.6,0,35,388,3,2,83.5,159,1
2024-03-15 22:19:21,6,51.4225,112.3362,165,0,25.6,61.7,1,50,149,9,1,62.6,252,1
2024-02-07 19:45:50,3,-15.2991,-95.0112,259,2,27.0,79.7,2,15,167,8,1,88.6,147,1
2024-05-11 05:18:46,7,86.6678,-139.6955,330,1,26.9,62.9,1,47,382,5,2,90.3,115,0
2024-01-31 05:31:37,5,44.5442,-73.4346,467,1,19.3,62.1,1,39,180,7,0,63.8,145,0
2024-11-01 01:28:08,3,-48.4503,-99.9978,329,2,26.7,56.2,1,16,261,8,1,90.7,104,0
2024-03-03 04:17:01,9,-37.3934,31.4093,122,1,22.9,64.0,2,24,409,4,0,99.7,184,1
2024-03-09 00:10:34,3,34.0712,123.0237,146,2,24.2,69.1,0,58,301,1,3,82.0,238,0
2024-04-17 17:28:32,1,-21.5633,-12.8487,419,1,26.1,62.0,2,19,484,7,3,96.4,262,1
2024-09-21 10:33:05,7,-33.3756,7.8261,143,2,20.1,57.0,1,41,143,8,3,62.1,106,0
2024-02-11 10:31:50,1,-61.849,-123.7835,445,1,19.8,54.1,0,39,375,1,2,88.3,247,0
2024-06-15 11:59:39,5,88.5686,-161.7382,450,0,18.7,56.4,1,12,140,7,0,61.9,160,1
2024-08-09 03:00:34,2,-69.408,-8.1703,451,1,22.5,51.6,1,28,421,5,3,68.8,107,0
2024-07-22 00:56:20,4,-49.1524,14.1164,425,0,22.4,65.9,0,30,452,9,1,91.4,163,1
2024-08-17 07:37:02,8,27.787,8.2288,235,1,25.8,62.6,2,51,171,5,0,87.5,207,1
2024-12-11 23:47:30,7,-13.8485,119.2071,181,2,29.7,51.8,0,38,388,9,3,92.4,292,0
2024-09-12 00:06:39,3,25.5003,-47.5718,370,1,23.5,74.4,2,60,105,0,3,99.5,128,1
2024-07-08 14:07:29,3,69.4106,61.7368,102,0,25.6,76.0,2,50,444,8,1,88.3,105,1
2024-03-06 13:14:35,3,-6.8964,-35.5418,200,1,18.5,77.7,1,24,158,3,3,82.5,234,0
2024-10-30 04:55:27,6,-0.1148,-127.6784,292,2,23.2,68.1,2,41,440,9,0,88.9,160,1
2024-10-07 10:54:40,5,-41.4279,178.8694,401,2,28.2,51.0,0,51,327,2,3,85.6,138,0
2024-06-06 22:52:41,3,-0.9333,124.8495,305,0,27.4,50.8,0,34,474,0,0,82.0,226,1
2024-04-20 00:14:34,3,-58.2175,7.2699,441,2,25.0,75.4,2,58,149,9,1,61.3,247,1
2024-08-02 00:10:54,2,83.3287,-84.2738,130,0,18.7,67.2,0,47,367,0,1,81.7,131,1
2024-10-03 02:54:03,6,-33.2637,45.4122,265,2,23.4,56.1,1,34,406,5,0,95.0,133,0
2024-09-23 22:37:49,0,74.3356,112.5528,426,1,26.3,77.7,1,58,373,5,1,93.0,125,0
2024-02-17 16:11:22,6,-53.3015,11.4861,432,2,28.0,65.2,2,35,499,7,2,97.4,110,1
2024-11-23 04:40:26,2,-22.5519,60.711,406,0,20.9,76.4,1,57,160,8,3,73.3,120,1
2024-01-11 20:19:14,1,61.697,164.5493,410,2,24.5,62.4,0,40,172,4,3,86.2,225,0
2024-10-28 02:17:22,5,-75.2867,-163.4,155,2,22.6,77.1,1,13,196,6,3,83.2,168,0
2024-12-26 05:05:12,3,87.1386,-114.968,397,1,23.7,73.5,1,31,266,0,0,92.8,265,0
2024-03-28 10:24:32,5,51.2486,-41.4882,305,1,28.0,67.8,1,13,455,1,2,80.8,147,0
2024-04-16 02:44:43,2,-19.8201,2.4374,343,0,26.2,62.4,1,18,166,6,2,62.3,168,1
2024-12-08 06:15:28,6,-13.561,-52.5469,342,2,27.6,71.9,1,24,216,1,1,67.5,225,0
2024-09-05 17:43:56,3,51.4883,105.7445,347,2,29.1,80.0,2,25,256,2,0,69.6,274,1
2024-02-02 22:24:18,3,21.5738,-95.1501,403,1,29.5,76.6,2,36,379,1,0,66.7,242,1
2024-04-30 18:44:12,9,-31.8174,59.5716,482,0,18.1,76.1,2,54,203,9,1,74.1,112,1
2024-05-01 03:13:17,3,-76.0304,112.9276,130,1,21.6,60.9,0,48,479,7,1,83.3,173,0
2024-01-10 20:02:28,0,47.5481,-97.4831,465,0,24.0,72.4,2,48,112,7,3,97.1,212,1
2024-10-21 11:15:32,2,77.8751,144.04,322,0,26.1,71.9,1,45,339,7,2,97.6,145,1
2024-11-25 02:58:57,0,-56.6674,-50.0426,126,1,20.3,51.2,1,53,486,6,0,97.5,129,0
2024-12-20 08:01:23,3,62.0999,-9.5972,142,2,22.7,66.1,1,59,343,5,0,86.7,256,0
2024-06-29 19:07:17,9,57.9908,-117.5288,444,1,21.6,53.2,1,16,113,1,1,96.1,181,0
2024-12-13 18:57:55,2,73.1274,-63.9399,100,1,22.4,71.6,1,22,389,3,1,73.4,159,0
2024-11-20 05:25:19,3,-28.6949,-110.5161,227,2,22.6,58.5,1,24,477,9,2,89.0,139,0
2024-06-29 09:51:14,3,-28.9152,114.375,416,1,20.7,69.1,1,32,139,5,0,91.7,221,0
2024-12-22 23:33:57,3,83.9488,131.1197,499,0,25.8,64.0,1,46,295,5,1,87.6,160,1
2024-06-23 22:08:31,6,52.1635,10.8296,328,1,29.8,53.5,0,54,144,5,2,78.0,158,0
2024-03-29 05:14:26,0,36.5185,-71.9718,324,1,28.2,56.8,2,10,249,6,3,76.7,298,1
2024-04-03 14:11:16,5,-10.8232,144.0982,401,2,26.3,59.4,2,30,268,6,3,67.6,225,1
2024-12-15 14:02:28,0,-37.9195,-99.3768,182,0,22.9,54.4,1,50,135,2,3,98.4,268,1
2024-08-06 13:23:18,6,-7.2984,-44.5918,264,1,29.5,67.3,2,32,314,7,1,65.9,202,1
2024-03-14 02:35:33,8,13.6845,-126.4199,293,1,23.8,62.8,1,19,135,0,0,98.8,291,0
2024-08-27 00:34:46,1,-70.6428,166.3723,343,2,29.5,59.8,1,35,294,7,3,73.7,256,0
2024-04-24 20:50:47,4,-19.3929,-10.2537,103,2,24.8,79.3,2,22,393,8,2,88.6,108,1
2024-09-09 21:41:33,9,-32.5141,-170.9566,295,1,23.6,72.8,1,18,327,4,3,92.1,283,0
2024-06-20 13:57:57,1,59.3783,74.9628,300,1,27.4,52.8,1,35,431,9,3,81.2,120,0
2024-06-02 10:54:33,7,-36.2517,72.4728,108,1,27.9,65.6,2,46,138,3,1,82.7,173,1
2024-07-09 23:21:47,8,-55.9854,-149.8958,153,0,27.5,69.9,1,24,118,6,2,62.5,237,1
2024-07-03 09:52:55,8,27.3259,-116.2066,336,2,22.5,51.6,1,11,446,5,3,70.2,275,0
2024-12-09 20:35:02,9,27.7357,-170.5766,211,0,21.7,52.3,1,11,401,8,3,66.2,241,1
2024-03-14 00:55:34,4,23.2023,92.2763,144,1,21.1,58.8,0,35,443,9,0,89.0,141,0
2024-05-28 06:29:51,1,87.5129,-65.0922,224,0,21.7,78.5,0,20,428,6,3,72.4,287,1
2024-11-22 23:49:18,9,81.1975,137.0497,185,2,19.9,66.3,1,59,264,3,3,65.2,177,0
2024-04-21 03:47:52,4,55.919,-39.578,220,2,28.2,55.4,0,10,203,7,2,81.1,281,0
2024-03-15 07:02:10,5,-15.3314,22.397,236,2,18.3,69.0,0,34,303,1,0,62.6,270,0
2024-03-22 14:12:36,1,-55.3603,79.1276,159,0,29.7,69.6,0,49,227,0,3,62.0,232,1
2024-09-18 16:35:57,6,8.3934,-165.2068,433,0,26.4,69.3,1,25,127,7,3,84.5,125,1
2024-11-20 19:12:02,7,27.499,-98.0697,109,2,25.1,76.5,2,16,356,4,3,64.9,127,1
2024-04-08 18:13:51,6,14.687,-33.9771,453,2,25.8,78.6,1,21,142,9,0,85.7,180,0
2024-01-13 16:35:47,9,19.3645,-149.4523,169,2,28.6,78.8,2,27,482,3,1,80.5,122,1
2024-11-11 04:35:37,7,38.0858,-149.297,105,0,23.6,54.4,1,18,364,9,1,76.0,158,1
2024-10-04 16:05:37,9,4.379,97.6354,256,1,29.6,73.7,2,20,309,7,2,83.4,142,1
2024-05-12 21:29:39,8,-28.8542,119.5019,309,1,22.8,52.8,0,19,101,1,0,85.5,242,0
2024-12-23 04:59:36,9,-17.5843,-151.1609,346,1,26.9,70.6,1,44,192,8,1,76.2,239,0
2024-06-15 00:46:44,4,15.5281,-170.3941,302,0,24.6,60.6,2,30,431,2,3,76.0,127,1
2024-07-18 17:29:17,4,-83.8983,-128.1642,181,2,24.7,63.4,2,25,107,7,3,71.3,265,1
2024-02-10 08:40:55,9,-25.4823,169.1921,282,0,21.8,63.6,0,43,370,6,1,69.4,251,1
2024-09-09 10:46:47,1,-69.493,-118.9742,398,1,26.5,64.8,2,44,387,0,3,90.6,122,1
2024-04-19 08:18:04,0,-8.0714,-158.0304,210,2,24.7,65.0,2,50,185,9,0,84.1,140,1
2024-08-05 18:45:24,9,-59.9919,-162.9143,188,0,22.4,78.0,2,40,372,5,2,98.0,237,1
2024-06-14 18:40:07,3,-47.5239,58.4771,298,0,19.6,76.1,2,22,396,6,3,65.0,230,1
2024-10-18 23:50:28,1,-39.8052,-126.4073,298,0,24.0,63.5,1,25,456,1,3,78.9,147,1
2024-04-28 01:31:58,3,54.0537,-145.9922,326,0,20.0,56.6,1,17,260,5,2,67.5,162,1
2024-11-11 08:44:54,6,7.0591,46.7188,354,0,18.4,77.5,2,40,262,6,1,68.5,282,1
2024-09-13 10:52:43,4,-50.3633,99.5834,269,2,22.4,63.6,1,54,481,6,1,82.5,183,0
2024-06-14 17:14:20,4,51.9327,-102.4309,475,1,29.3,62.8,0,29,359,8,0,95.1,122,0
2024-01-02 15:30:44,4,-36.487,14.5024,372,0,20.4,57.2,0,29,153,0,2,78.2,221,1
2024-10-06 04:58:42,5,27.2654,-34.1042,201,2,26.0,51.5,0,40,429,3,2,87.0,107,0
2024-06-04 16:47:14,7,15.2159,-55.6814,441,2,25.3,72.9,0,47,152,3,2,67.4,256,0
2024-02-02 12:17:02,6,27.4437,43.3224,246,0,25.3,57.4,0,33,298,7,1,70.4,110,1
2024-06-22 07:42:17,1,-58.6928,165.8667,180,0,25.4,50.4,2,32,246,1,0,65.4,203,1
2024-03-01 14:48:13,9,-38.0737,56.0723,127,0,21.0,54.6,1,13,452,8,0,79.0,299,1
